leafname	clustername
a/muscovy_duck/vietnam/33/2007_CLADE1	11375
a/brown-headed_gull/thailand/vsmu-28-spk_CLADE1	11375
a/duck/vietnam/1228/2005_CLADE1	11375
a/chicken/hong_kong/3123_1/2002_CLADE1	11375
a/muscovy_duck/vietnam/ncvd02/2005_CLADE1	11375
a/ck/viet_nam/37/2004_CLADE1	11375
a/mallard/vietnam/21/2003_CLADE1	11375
a/chicken/vietnam/393/2005_CLADE1	11375
a/duck/viet_nam/367/2005_CLADE1	11375
a/chicken/vietnam/27/2003_CLADE1	11375
a/egret/hong_kong/757_3/2002_CLADE1	11375
a/chicken/prachinburi/thailand/cu-8/2004_CLADE1	11375
a/duck/vietnam/n-tb/2005_CLADE1	11375
a/mallard/vietnam/347/2005_CLADE1	11375
a/duck/vietnam/5004/2005_CLADE1	11375
a/chicken/prachinburi/thailand/cu-104/04_CLADE1	11375
a/chicken/thailand/cu-21/2004_CLADE1	11375
a/bird/thailand/3_1/2004_CLADE1	11375
a/chicken/viet_nam/dt-171/2004_CLADE1	11375
a/chicken/yunnan/1252/2003_CLADE1	11375
a/chicken/thailand/ns-342/2008_CLADE1	11375
a/quail/vietnam/177/2004_CLADE1	11375
a/ck/hong_kong/3176_3/2002_CLADE1	11375
a/chicken/vietnam/830/2004_CLADE1	11375
a/chicken/yunnan/564/2003_CLADE1	11375
a/chicken/thailand/icrc-v143/2007_CLADE1	11375
a/chicken/viet_nam/2/2005_CLADE1	11375
a/chicken/bangkok/thailand/cu-20/04_CLADE1	11375
a/duck/vietnam/367/2005_CLADE1	11375
a/moorhen/thailand/cu-317/06_CLADE1	11375
a/ck/hong_kong/3169_1/2002_CLADE1	11375
a/chicken/viet_nam/tn-025/2004_CLADE1	11375
a/duck/hunan/300/2003_CLADEoutliers	11914
a/duck/yunnan/971/2002_CLADEoutliers	11914
a/duck/yunnan/862/2002_CLADEoutliers	11914
a/chicken/yunnan/1628/2003_CLADEoutliers	11914
a/duck/hunan/1340/2002_CLADEoutliers	11914
a/duck/hunan/378/2003_CLADEoutliers	11914
a/ck/hong_kong/2133_1/2003_CLADEoutliers	11926
a/duck/guangdong/173/04_CLADEoutliers	11926
a/chicken/hong_kong/yu777/02_CLADE8	11930
a/ck/hong_kong/yu22/2002_CLADE8	11930
a/chicken/hong_kong/61_9/02_CLADE8	11930
a/chicken/hong_kongi/86_3/2002_CLADE8	11930
a/chicken/hubei/14/2004_CLADE9	11943
a/chicken/fujian/1042/2005_CLADE9	11943
a/chicken/macheng/2004_CLADE9	11943
a/duck/guangxi/2775/2005_CLADE9	11943
a/duck/fujian/897/2005_CLADE9	11943
a/chukar/shantou/4690/2003_CLADE9	11943
a/peregrine_falcon/hong_kong/d0028/2004_CLADE9	11943
a/ck/hong_kong/wf157/2003_CLADE9	11943
a/goose/shantou/1621/05_CLADE9	11943
a/duck/guangzhou/20/2005_CLADE9	11943
a/goose/shantou/2216/2005_CLADE9	11943
a/migratory_duck/jiangxi/1653/2005_CLADE9	11943
a/chicken/hubei/327/2004_CLADE9	11966
a/chicken/hubei/489/2004_CLADE9	11966
a/pheasant/shantou/4567/2002_CLADE9	11970
a/chicken/shantou/133/2003_CLADE9	11970
a/chicken/henan/1/2004_CLADE9	11974
a/chicken/henan/12/2004_CLADE9	11974
a/chicken/henan/16/2004_CLADE9	11974
a/duck/guangxi/50/2001_CLADE9	11974
a/dk/st/4003/2003_CLADEoutliers	11983
a/duck/shantou/4610/2003_CLADEoutliers	11983
a/duck/zhejiang/52/2000_CLADE5	11989
a/goose/guangxi/1198/2004_CLADE5	11989
a/duck/guangxi/2291/2004_CLADE5	11989
a/duck/guangxi/1793/2004_CLADE5	11989
a/duck/guangxi/668/2004_CLADE5	11989
a/goose/guangxi/2383/2004_CLADE5	11989
a/duck/guangxi/1378/2004_CLADE5	11989
a/goose/guangxi/1097/2004_CLADE5	11989
a/duck/guangxi/1586/2004_CLADE5	11989
a/goose/guangxi/914/2004_CLADE5	11989
a/chicken/guangxi/2439/2004_CLADE5	11989
a/goose/guangxi/1832/2004_CLADE5	11989
a/goose/guangxi/2112/2004_CLADE5	11989
a/chicken/jilin/ho/2003_CLADE5	11989
a/duck/guangxi/1681/2004_CLADE5	11989
a/chicken/viet_nam/ncvd8/2003_CLADE5	11989
a/duck/guangxi/2396/2004_CLADE5	11989
a/duck/viet_nam/ncvd1/2003_CLADE5	11989
a/duck/hubei/wg/2002_CLADE6	12025
a/blackbird/hunan/1/2004_CLADE6	12025
a/duck/shantou/5526/2001_CLADEoutliers	12025
a/chicken/henan/01/2004_CLADEoutliers	12025
a/chicken/jiangsu/cz1/2002_CLADEoutliers	12035
a/chicken/jilin/9/2004_CLADEoutliers	12035
a/chicken/jilin/he/2002_CLADEoutliers	12035
a/chicken/jilin/hf/2002_CLADEoutliers	12035
a/goose/viet_nam/324/2001_CLADE3	12045
a/duck/guangxi/22/2001_CLADE3	12045
a/goose/viet_nam/113/2001_CLADE3	12045
a/duck/hong_kong/380_5/2001_CLADEoutliers	12050
a/chicken/shantou/904/2001_CLADEoutliers	12050
a/domestic_green-winged_teal/hunan/67/20_CLADE7	12061
a/goose/yunnan/3315/2005_CLADE7	12061
a/duck/yunnan/5133/2005_CLADE7	12061
a/domestic_green-winged_teal/hunan/79/20_CLADE7	12061
a/duck/yunnan/5236/2005_CLADE7	12061
a/goose/yunnan/5539/2005_CLADE7	12061
a/partridge/shantou/2886/2003_CLADEoutliers	12081
a/pheasant/shantou/3535/2003_CLADEoutliers	12081
a/duck/guangxi/xa/2001_CLADE3	12084
a/goose/hong_kong/ww100/01_CLADE3	12084
a/chicken/hebei/718/2001_CLADE3	12084
a/duck/guangxi/35/2001_CLADE3	12084
a/chicken/guiyang/846/2006_CLADE4	12096
a/chicken/guiyang/1218/2006_CLADE4	12096
a/chicken/guiyang/441/2006_CLADE4	12096
a/duck/guiyang/2231/2005_CLADE4	12096
a/goose/guiyang/337/2006_CLADE4	12096
a/goose/guiyang/1175/2006_CLADE4	12096
a/chicken/hong_kong/31_4/02_CLADE4	12107
a/chicken/hong_kong/96_1/02_CLADE4	12107
a/chicken/hong_kong/409_1/02_CLADE4	12107
a/partridge/shantou/478/2002_CLADE4	12114
a/duck/shantou/700/2002_CLADE4	12114
a/goose/hong_kong/3014_8/2000_CLADEoutliers	12118
a/goose/hong_kong/3014_5/2000_CLADEoutliers	12118
a/chicken/hong_kong/fy150/01_CLADE3	12122
a/goose/hong_kong/76_1/01_CLADE3	12122
a/duck/shantou/1101/2001_CLADE3	12122
a/chicken/hong_kong/fy77/01_CLADE3	12122
a/chicken/hong_kong/715_5/01_CLADE3	12122
a/pheasant/hong_kong/fy155/01_CLADE3	12122
a/chicken/hong_kong/fy150/01-mb_CLADE3	12122
a/pheasant/hong_kong/fy155/01-mb_CLADE3	12122
a/duck/guangdong/01/2001_CLADE3	12122
a/chicken/hong_kong/nt873_3/01-mb_CLADE3	12122
a/chicken/hong_kong/891_1/01_CLADE3	12142
a/chicken/hong_kong/sf219/01_CLADE3	12142
a/pigeon/hong_kong/sf215/01_CLADE3	12142
a/quail/hong_kong/sf203/01_CLADE3	12142
a/chicken/hong_kong/yu822_2/01_CLADE3	12142
a/silky_chicken/hong_kong/sf189/01_CLADE3	12142
a/chicken/hong_kong/yu822_2/01-mb_CLADE3	12142
a/chicken/hong_kong/879_1/01_CLADE3	12142
a/chicken/hong_kong/822_1/01_CLADE3	12142
a/chicken/hong_kong/yu562/01_CLADE3	12142
a/goose/hong_kong/385_5/2000_CLADE0	12161
a/duck/shanghai/1/2000_CLADE0	12161
a/chicken/shantou/2535/2001_CLADE0	12161
a/goose/hong_kong/ww28/2000_CLADE0	12161
a/goose/hong_kong/385_3/2000_CLADE0	12161
a/goose/huadong/1/2000_CLADE0	12161
a/goose/hong_kong/ww26/2000_CLADE0	12161
a/goose/shantou/4885/2001_CLADE0	12174
a/duck/anyang/avl-1/2001_CLADE0	12174
a/chicken/jilin/xv/2002_CLADE0	12174
a/goose/guangdong/xb/2001_CLADE0	12174
a/chicken/jilin/hk/2004_CLADE0	12174
a/duck/shandong/093/2004_CLADE0	12174
a/gf/hong_kong/38/2002_CLADE0	12174
a/quail/shantou/5164/2001_CLADE0	12174
a/chicken/hebei/108/02_CLADE0	12174
a/ck/hong_kong/37_4/2002_CLADE0	12174
a/duck/shantou/4407/2001_CLADE0	12174
a/duck/shantou/4912/2001_CLADE0	12174
a/pheasant/hong_kong/675_14/02_CLADE0	12174
a/chicken/jiande/1218/2001_CLADE0	12174
a/goose/china/f3/2004_CLADE0	12174
a/duck/guangxi/27/2003_CLADE0	12174
a/duck/fujian/13/2002_CLADE0	12174
a/ck/hong_kong/31_2/2002_CLADE0	12174
a/chicken/shantou/9/2002_CLADE0	12174
a/chicken/shantou/5746/2001_CLADE0	12174
a/chicken/shantou/28/2002_CLADE0	12174
a/duck/guangxi/12/2003_CLADE0	12174
a/goose/shantou/4325/2001_CLADE0	12174
a/goose/shantou/5456/2001_CLADE0	12174
a/sck/hong_kong/yu100/2002_CLADE0	12174
a/chicken/zhoukou/2/02_CLADE0	12174
a/chicken/shantou/5738/2001_CLADE0	12174
a/chicken/jilin/ha/2003_CLADE0	12174
a/duck/shanghai/38/2001_CLADE0	12174
a/duck/shanghai/37/2002_CLADE0	12174
a/duck/fujian/01/2002_CLADE0	12174
a/chicken/jilin/hj/2003_CLADE0	12174
a/duck/guangxi/53/2002_CLADE0	12174
a/duck/shanghai/35/2002_CLADE0	12174
a/duck/shantou/1930/2001_CLADE0	12241
a/duck/shantou/1437/2001_CLADE0	12241
a/duck/guangdong/40/2000_CLADE0	12241
a/duck/hong_kong/ww487/2000_CLADE0	12246
a/duck/hong_kong/ww461/2000_CLADE0	12246
a/goose/hong_kong/ww491/2000_CLADE0	12246
a/duck/hong_kong/ww381/2000_CLADE0	12246
a/duck/guangdong/07/2000_CLADE0	12246
a/environment/hong_kong/437-4/99_CLADE0	12255
a/environment/hong_kong/437-10/99_CLADE0	12255
a/chicken/hong_kong/317_5/2001_CLADE0	12255
a/environment/hong_kong/437-8/99_CLADE0	12255
a/environment/hong_kong/437-6/99_CLADE0	12255
a/duck/shanghai/08/2001_CLADE0	12264
a/chicken/china/1/02_CLADE0	12264
a/duck/shantou/195/2001_CLADE0	12264
a/chicken/hubei/wj/1997_CLADE0	12264
a/chicken/shandong/k01/2004_CLADE0	12264
a/duck/fujian/19/2000_CLADE0	12264
a/chicken/hubei/wh/1997_CLADE0	12264
a/duck/zhejiang/15/2000_CLADE0	12264
a/duck/guangdong/12/2000_CLADE0	12264
a/chicken/hubei/wl/1997_CLADE0	12264
a/chicken/hubei/wn/2003_CLADE0	12264
a/hong_kong/491/97_CLADE0	12285
a/hong_kong/156/97_CLADE0	12285
a/hong_kong/532/1997_CLADE0	12285
a/goose/hong_kong/w355/97_CLADE0	12285
a/hong_kong/538/97_CLADE0	12285
a/hong_kong/503/97_CLADE0	12285
a/hong_kong/516/97_CLADE0	12285
a/chicken/hong_kong/y385/97_CLADE0	12285
a/chicken/hong_kong/728/97_CLADE0	12285
a/chicken/hong_kong/y388/97_CLADE0	12285
a/silky_chicken/hong_kong/p17/97_CLADE0	12285
a/hong_kong/514/97_CLADE0	12285
a/duck/hong_kong/p46/97_CLADE0	12285
a/chicken/hong_kong/258/97_CLADE0	12285
a/hong_kong/507/97_CLADE0	12285
a/chicken/hong_kong/220/97_CLADE0	12285
a/hong_kong/488/97_CLADE0	12285
a/hong_kong/481/97_CLADE0	12285
a/hong_kong/97/98_CLADE0	12285
a/chicken/hong_kong/786/97_CLADE0	12285
a/hong_kong/483/97_CLADE0	12285
a/hong_kong/486/1997_CLADE0	12285
a/goose/vietnam/3/05_CLADE0	12285
a/hong_kong/542/97_CLADE0	12285
a/hong_kong/485/97_CLADE0	12285
a/goose/shantou/157/2002_CLADEoutliers	0
a/chicken/henan/210/2004_CLADE9	0
a/duck/shanghai/13/2001_CLADE3	0
a/goose/guangdong/1/96_CLADE0	0
a/duck/pali/bbvw1358/2005_CLADE2_1_1	0
a/duck/bufeleng/bppv1/2005_CLADE2_1_1	0
a/goose/huadong/220/2004_CLADE9	0
a/chicken/jilin/hh/2002_CLADEoutliers	0
a/chicken/malang/bbvet-iv/2004_CLADE2_1_1	0
a/goose/fujian/bb/2003_CLADE4	0
a/goose/shantou/753/2002_CLADE4	0
a/duck/hong_kong/2986_1/2000_CLADE3	0
a/duck/fujian/17/2001_CLADE3	0
a/chicken/vietnam/g62/2005_CLADEoutliers	0
a/duck/shanghai/xj/2002_CLADEoutliers	0
a/duck/tabanan/bppv1/2005_CLADE2_1_1	0
a/duck/zhejiang/bj/2002_CLADEoutliers	0
a/chicken/hubei/wo/2003_CLADE7	0
a/partridge/shantou/1075/2002_CLADE9	0
a/chicken/vietnam/ncvd-016/2008_CLADE7	0
a/goose/guangdong/3/97_CLADE0	0
a/duck/hunan/795/2002_CLADEoutliers	0
a/duck/hunan/782/2003_CLADEoutliers	0
a/chicken/hebei/326/2005_CLADE7	0
a/chicken/shanxi/2/2006_CLADE7	0
a/duck/guangdong/22/2002_CLADE4	0
a/ck/hong_kong/yu324/2003_CLADEoutliers	0
a/beijing/01/2003_CLADE7	0
a/duck/yokohama/aq10/2003_CLADEoutliers	0
a/chicken/hunan/23/2002_CLADEoutliers	0
